weather_date,highest_temp,lowset_temp,weather,wind_direction,air_quality
2023-08-06 周日,36°,29°,阴~多云,西南风1级,53 良
2023-08-07 周一,35°,29°,阴~多云,北风1级,31 优
2023-08-08 周二,34°,28°,阴~多云,东北风2级,31 优
2023-08-09 周三,33°,27°,小雨~多云,东北风3级,37 优
2023-08-10 周四,34°,28°,阴~晴,东北风3级,44 优
2023-08-11 周五,35°,29°,阴~晴,东风2级,48 优
2023-08-12 周六,33°,28°,阴~多云,西南风2级,45 优
2023-08-13 周日,34°,27°,多云~雷阵雨,西风1级,27 优
2023-08-14 周一,32°,26°,多云,西北风2级,29 优
2023-08-15 周二,34°,27°,小雨~多云,西北风1级,39 优
2023-08-16 周三,35°,27°,多云,西南风1级,41 优
2023-08-17 周四,36°,27°,阴~多云,北风2级,50 优
2023-08-18 周五,34°,27°,阴~多云,东北风2级,49 优
2023-08-19 周六,34°,27°,阴~晴,东北风2级,44 优
2023-08-20 周日,34°,26°,阴~多云,东南风1级,41 优
2023-08-21 周一,32°,26°,中雨,西南风3级,43 优
2023-08-22 周二,30°,25°,大雨~多云,西北风2级,26 优
2023-08-23 周三,33°,26°,阴~多云,东北风2级,35 优
2023-08-24 周四,34°,27°,多云,东北风2级,51 良
2023-08-25 周五,34°,27°,阴~多云,东北风2级,52 良
2023-08-26 周六,32°,26°,阴~雷阵雨,东南风1级,49 优
2023-08-27 周日,32°,23°,阴~中雨,西南风2级,24 优
2023-08-28 周一,24°,21°,中雨~阴,北风3级,21 优
2023-08-29 周二,26°,24°,阴~多云,北风3级,30 优
2023-08-30 周三,26°,22°,阴~小雨,东北风3级,31 优
2023-08-31 周四,27°,22°,阴~多云,东北风3级,29 优
2023-09-01 周五,30°,24°,阴~多云,北风3级,38 优
2023-09-02 周六,29°,24°,阴,东北风3级,44 优
2023-09-03 周日,30°,24°,阴~多云,北风3级,45 优
2023-09-04 周一,32°,25°,阴~多云,北风3级,46 优
2023-09-05 周二,30°,25°,阴~小雨,东北风3级,39 优
2023-09-06 周三,31°,26°,阴~多云,东北风2级,34 优
2023-09-07 周四,33°,26°,阴~晴,东北风2级,29 优
2023-09-08 周五,33°,27°,阴~晴,东北风2级,43 优
2023-09-09 周六,34°,27°,阴~晴,东风2级,46 优
2023-09-10 周日,35°,26°,多云~晴,东南风2级,55 良
2023-09-11 周一,34°,26°,多云~晴,东南风2级,46 优
2023-09-12 周二,32°,24°,小雨~中雨,东北风2级,27 优
2023-09-13 周三,25°,23°,小雨,北风3级,26 优
2023-09-14 周四,24°,22°,中雨~小雨,东北风2级,24 优
2023-09-15 周五,26°,23°,小雨~阴,东北风1级,29 优
2023-09-16 周六,30°,24°,阴~多云,西南风1级,31 优
2023-09-17 周日,33°,25°,阴~多云,南风1级,40 优
2023-09-18 周一,35°,27°,阴~晴,东南风2级,41 优
2023-09-19 周二,35°,27°,阴~多云,西南风2级,39 优
2023-09-20 周三,34°,23°,阴~雷阵雨,西北风1级,41 优
2023-09-21 周四,27°,22°,阴~阵雨,北风3级,36 优
2023-09-22 周五,22°,21°,小雨~多云,北风3级,28 优
2023-09-23 周六,24°,22°,阴~多云,东北风2级,33 优
2023-09-24 周日,28°,24°,阴~多云,东北风2级,47 优
2023-09-25 周一,31°,24°,阴~多云,东北风2级,44 优
2023-09-26 周二,31°,24°,阴~多云,东北风3级,48 优
2023-09-27 周三,33°,25°,阴~多云,东北风2级,55 良
2023-09-28 周四,32°,25°,阴~晴,东北风3级,53 良
2023-09-29 周五,33°,25°,阴~多云,东北风2级,62 良
2023-09-30 周六,30°,23°,阴~多云,东北风3级,53 良
2023-10-01 周日,24°,21°,小雨~多云,东北风3级,33 优
2023-10-02 周一,28°,23°,阴~多云,东北风2级,37 优
2023-10-03 周二,27°,22°,阴~多云,东北风3级,50 优
2023-10-04 周三,24°,22°,阴,北风3级,37 优
2023-10-05 周四,27°,19°,阴~晴,东北风3级,47 优
2023-10-06 周五,22°,18°,阴~多云,东北风3级,44 优
2023-10-07 周六,19°,17°,阴,北风3级,23 优
2023-10-08 周日,21°,18°,阴~小雨,北风3级,23 优
2023-10-09 周一,20°,18°,小雨,北风2级,38 优
2023-10-10 周二,23°,18°,小雨,北风2级,55 良
2023-10-11 周三,25°,18°,阴~多云,东北风3级,57 良
2023-10-12 周四,24°,19°,阴~多云,东北风2级,77 良
2023-10-13 周五,24°,19°,阴~多云,西北风2级,57 良
2023-10-14 周六,24°,18°,阴~多云,西南风1级,67 良
2023-10-15 周日,28°,17°,晴,北风1级,83 良
2023-10-16 周一,28°,17°,晴~多云,东北风2级,68 良
2023-10-17 周二,28°,17°,晴,东风2级,66 良
2023-10-18 周三,30°,20°,晴~多云,东南风1级,70 良
2023-10-19 周四,21°,17°,中雨~小雨,北风1级,54 良
2023-10-20 周五,21°,14°,阴~晴,北风4级,45 优
2023-10-21 周六,22°,13°,晴,东北风2级,47 优
2023-10-22 周日,24°,14°,阴~晴,东北风1级,56 良
2023-10-23 周一,26°,16°,晴~多云,东风1级,66 良
2023-10-24 周二,28°,19°,多云,西南风1级,75 良
2023-10-25 周三,23°,19°,阴~小雨,西北风1级,82 良
2023-10-26 周四,26°,20°,阴~多云,北风1级,62 良
2023-10-27 周五,25°,19°,阴~小雨,北风2级,91 良
2023-10-28 周六,26°,19°,阴~多云,东北风1级,78 良
2023-10-29 周日,26°,18°,阴~多云,东北风1级,67 良
2023-10-30 周一,27°,18°,晴,东北风1级,83 良
2023-10-31 周二,28°,18°,晴,东南风1级,84 良
2023-11-01 周三,28°,17°,多云~晴,东南风2级,70 良
2023-11-02 周四,28°,18°,晴~多云,西南风2级,67 良
2023-11-03 周五,28°,20°,阴~多云,东南风1级,69 良
2023-11-04 周六,29°,21°,多云,东北风1级,79 良
2023-11-05 周日,30°,14°,多云~小雨,西南风2级,97 良
2023-11-06 周一,21°,11°,多云~晴,北风3级,33 优
2023-11-07 周二,21°,15°,多云~小雨,东南风2级,49 优
2023-11-08 周三,17°,16°,中雨,南风2级,40 优
2023-11-09 周四,18°,15°,大雨~多云,东北风1级,34 优
2023-11-10 周五,17°,13°,阴~小雨,北风4级,48 优
2023-11-11 周六,13°,10°,中雨~小雨,北风3级,47 优
2023-11-12 周日,12°,8°,阴~多云,北风4级,32 优
2023-11-13 周一,12°,7°,阴~多云,东北风3级,68 良
2023-11-14 周二,16°,8°,晴,东北风1级,73 良
2023-11-15 周三,16°,11°,多云~小雨,东北风2级,75 良
2023-11-16 周四,17°,7°,晴,西北风4级,64 良
2023-11-17 周五,18°,8°,晴~多云,西风1级,108 轻度
2023-11-18 周六,18°,10°,阴~多云,东北风1级,86 良
2023-11-19 周日,21°,10°,阴~多云,西南风2级,88 良
2023-11-20 周一,22°,10°,多云~晴,东北风2级,78 良
2023-11-21 周二,23°,11°,晴,南风2级,73 良
2023-11-22 周三,25°,14°,多云,西南风2级,79 良
2023-11-23 周四,24°,9°,晴,东北风3级,79 良
2023-11-24 周五,17°,10°,晴,东北风3级,83 良
2023-11-25 周六,14°,10°,多云,东北风2级,66 良
2023-11-26 周日,14°,9°,阴~多云,西北风1级,82 良
2023-11-27 周一,18°,9°,多云~晴,北风1级,94 良
2023-11-28 周二,19°,10°,雾~晴,东风2级,91 良
2023-11-29 周三,23°,9°,多云,北风2级,90 良
2023-11-30 周四,10°,8°,阴,北风4级,88 良
2023-12-01 周五,12°,7°,晴~多云,东北风3级,-
2023-12-02 周六,13°,10°,阴,东北风1级,-
2023-12-03 周日,11°,9°,小雨,北风2级,-
2023-12-04 周一,14°,7°,阴~雾,西南风1级,-
2023-12-05 周二,10°,7°,雾,南风1级,-
2023-12-06 周三,10°,6°,多云~雾,西北风2级,-
2023-12-07 周四,20°,8°,多云~雾,西南风3级,-
2023-12-08 周五,22°,15°,多云~小雨,西南风2级,-
2023-12-09 周六,18°,15°,阴~小雨,东北风1级,-
2023-12-10 周日,18°,12°,小雨,东北风2级,-
2023-12-11 周一,12°,8°,小雨~阴,北风4级,-
2023-12-12 周二,8°,6°,阴~多云,东北风2级,-
2023-12-13 周三,13°,10°,多云,南风2级,-
2023-12-14 周四,23°,8°,多云~小雨,西南风2级,-
2023-12-15 周五,7°,2°,小雨~雨夹雪,北风4级,-
2023-12-16 周六,2°,1°,小雨~阴,北风4级,-
2023-12-17 周日,2°,1°,阴~小雨,东北风3级,-
2023-12-18 周一,1°,0°,中雪~雨夹雪,西北风2级,-
2023-12-19 周二,3°,1°,多云,北风2级,-
2023-12-20 周三,6°,0°,多云~晴,东北风3级,-
2023-12-21 周四,4°,-3°,多云~晴,东北风4级,-
2023-12-22 周五,3°,-3°,阴~晴,东北风3级,-
2023-12-23 周六,7°,-1°,多云~晴,东北风2级,-
2023-12-24 周日,10°,-1°,晴~多云,东北风2级,-
2023-12-25 周一,12°,2°,晴,东北风1级,-
2023-12-26 周二,14°,5°,阴~多云,西南风1级,-
2023-12-27 周三,16°,5°,晴,东北风2级,-
2023-12-28 周四,17°,7°,多云,东北风2级,-
2023-12-29 周五,18°,9°,多云,东北风1级,-
2023-12-30 周六,17°,8°,多云,西南风1级,-
2023-12-31 周日,16°,5°,晴,东北风3级,160 中度
2024-01-01 周一,12°,5°,多云,东北风3级,113 轻度
2024-01-02 周二,9°,5°,小雨~阴,北风3级,130 轻度
2024-01-03 周三,14°,4°,多云,北风2级,64 良
2024-01-04 周四,15°,5°,多云~小雨,西南风2级,86 良
2024-01-05 周五,15°,7°,小雨,西北风微风,89 良
2024-01-06 周六,13°,5°,阴~晴,东北风2级,72 良
2024-01-07 周日,10°,2°,阴~多云,东北风3级,145 轻度
2024-01-08 周一,7°,6°,小雨~多云,东北风1级,162 中度
2024-01-09 周二,11°,6°,多云~晴,西北风1级,140 轻度
2024-01-10 周三,14°,3°,多云,东北风3级,103 轻度
2024-01-11 周四,15°,5°,晴,南风2级,102 轻度
2024-01-12 周五,19°,6°,晴,南风1级,102 轻度
2024-01-13 周六,20°,8°,晴~阴,东南风1级,113 轻度
2024-01-14 周日,20°,8°,阴~多云,北风1级,92 良
2024-01-15 周一,13°,6°,多云,东北风3级,189 中度
2024-01-16 周二,15°,8°,阴~多云,东北风2级,97 良
2024-01-17 周三,19°,10°,多云~小雨,东北风1级,105 轻度
2024-01-18 周四,9°,7°,小雨~中雨,北风3级,58 良
2024-01-19 周五,7°,5°,大雨~小雨,北风3级,21 优
2024-01-20 周六,6°,5°,阴,北风3级,30 优
2024-01-21 周日,6°,0°,阴~大雪,北风3级,70 良
2024-01-22 周一,0°,-4°,暴雪~多云,东北风4级,61 良
2024-01-23 周二,2°,-3°,多云~晴,东北风3级,44 优
2024-01-24 周三,4°,0°,阴~晴,北风2级,50 优
2024-01-25 周四,7°,1°,阴~多云,西北风1级,62 良
2024-01-26 周五,7°,2°,阴~多云,北风1级,77 良
2024-01-27 周六,11°,2°,阴~多云,北风1级,81 良
2024-01-28 周日,12°,6°,阴,东北风2级,79 良
2024-01-29 周一,9°,5°,小雨,南风1级,79 良
2024-01-30 周二,10°,7°,小雨,南风2级,81 良
2024-01-31 周三,15°,9°,雾~中雨,东北风微风,65 良
2024-02-01 周四,10°,4°,中雨,北风3级,36 优
2024-02-02 周五,4°,3°,阴~中雨,北风3级,25 优
2024-02-03 周六,4°,2°,小雨~中雨,北风3级,20 优
2024-02-04 周日,3°,0°,雨夹雪~多云,西北风2级,28 优
2024-02-05 周一,3°,1°,小雨,北风3级,82 良
2024-02-06 周二,3°,1°,小雨,西北风3级,58 良
2024-02-07 周三,2°,1°,小雪~阴,西北风2级,89 良
2024-02-08 周四,7°,1°,阴~多云,北风2级,77 良
2024-02-09 周五,10°,2°,雾~晴,西北风1级,111 轻度
2024-02-10 周六,14°,5°,多云~晴,西南风2级,163 中度
2024-02-11 周日,17°,4°,多云~晴,南风1级,141 轻度
2024-02-12 周一,19°,9°,多云~晴,南风2级,126 轻度
2024-02-13 周二,19°,10°,阴~小雨,南风2级,77 良
2024-02-14 周三,25°,11°,阴~小雨,西南风2级,79 良
2024-02-15 周四,13°,6°,小雨,北风4级,49 优
2024-02-16 周五,10°,8°,阴~多云,西北风微风,38 优
2024-02-17 周六,17°,15°,阴~多云,西南风2级,48 优
2024-02-18 周日,26°,17°,阴~多云,西南风4级,58 良
2024-02-19 周一,28°,12°,阴~雷阵雨,西南风2级,54 良
2024-02-20 周二,14°,7°,阴,东北风3级,36 优
2024-02-21 周三,6°,2°,暴雨~中雨,北风4级,25 优
2024-02-22 周四,3°,1°,小雨,北风4级,29 优
2024-02-23 周五,1°,0°,小雪~雨夹雪,北风3级,42 优
2024-02-24 周六,2°,0°,小雨,北风2级,46 优
2024-02-25 周日,3°,2°,阴~小雨,北风2级,70 良
2024-02-26 周一,3°,2°,雨夹雪~阴,西北风3级,93 良
2024-02-27 周二,8°,5°,多云~小雨,东北风2级,86 良
2024-02-28 周三,6°,5°,小雨~中雨,西北风1级,53 良
2024-02-29 周四,9°,4°,阴,西北风2级,62 良
2024-03-01 周五,7°,2°,中雨~多云,北风3级,56 良
2024-03-02 周六,11°,3°,阴~晴,西南风1级,60 良
2024-03-03 周日,12°,10°,雾~雷阵雨,南风2级,45 优
2024-03-04 周一,11°,9°,小雨,西南风1级,52 良
2024-03-05 周二,11°,8°,小雨~多云,北风3级,37 优
2024-03-06 周三,13°,6°,多云,北风3级,82 良
2024-03-07 周四,14°,7°,阴~晴,北风2级,90 良
2024-03-08 周五,17°,7°,阴~晴,东北风2级,74 良
2024-03-09 周六,15°,8°,阴~多云,东北风1级,72 良
2024-03-10 周日,18°,13°,阴~小雨,东南风1级,78 良
2024-03-11 周一,20°,10°,阴~晴,西风1级,81 良
2024-03-12 周二,23°,13°,阴~多云,南风1级,78 良
2024-03-13 周三,18°,14°,阴~雷阵雨,南风1级,85 良
2024-03-14 周四,18°,13°,阴,南风1级,70 良
2024-03-15 周五,16°,14°,小雨,东南风1级,70 良
2024-03-16 周六,17°,14°,小雨,东南风1级,52 良
2024-03-17 周日,17°,10°,小雨,东北风3级,56 良
2024-03-18 周一,10°,6°,中雨~多云,北风3级,54 良
2024-03-19 周二,19°,9°,雾~晴,北风2级,57 良
2024-03-20 周三,21°,10°,多云,东北风2级,84 良
2024-03-21 周四,20°,14°,阴~多云,西南风2级,74 良
2024-03-22 周五,24°,20°,阴~多云,西南风3级,76 良
2024-03-23 周六,25°,20°,小雨~雷阵雨,西南风3级,44 优
2024-03-24 周日,32°,21°,阴~多云,西南风3级,44 优
2024-03-25 周一,23°,11°,阴~多云,北风3级,33 优
2024-03-26 周二,19°,12°,多云,东北风2级,39 优
2024-03-27 周三,21°,15°,阴~大雨,西南风2级,60 良
2024-03-28 周四,24°,14°,小雨~晴,西北风2级,44 优
2024-03-29 周五,28°,17°,多云~晴,西南风3级,54 良
2024-03-30 周六,30°,19°,阴~大雨,西南风3级,54 良
2024-03-31 周日,28°,17°,阴~晴,东北风3级,35 优
2024-04-01 周一,24°,20°,中雨~大雨,东南风2级,35 优
2024-04-02 周二,24°,18°,大雨,西南风3级,26 优
2024-04-03 周三,21°,16°,小雨,东北风3级,37 优
2024-04-04 周四,18°,13°,中雨~多云,北风3级,56 良
2024-04-05 周五,16°,13°,小雨,东北风2级,65 良
2024-04-06 周六,16°,15°,阴~小雨,北风2级,60 良
2024-04-07 周日,16°,15°,多云~小雨,北风2级,63 良
2024-04-08 周一,20°,15°,小雨~多云,北风1级,58 良
2024-04-09 周二,21°,17°,阴~多云,东北风2级,39 优
2024-04-10 周三,23°,18°,阴,南风2级,49 优
2024-04-11 周四,22°,19°,多云~阴,南风1级,57 良
2024-04-12 周五,24°,19°,多云,东北风1级,37 优
2024-04-13 周六,21°,18°,暴雨~大雨,东北风2级,39 优
2024-04-14 周日,25°,20°,中雨~多云,西南风2级,33 优
2024-04-15 周一,29°,22°,多云~中雨,东南风1级,46 优
2024-04-16 周二,23°,21°,中雨~大雨,东北风2级,50 优
2024-04-17 周三,24°,18°,雾~多云,西北风2级,30 优
2024-04-18 周四,23°,20°,多云~雷阵雨,东北风2级,35 优
2024-04-19 周五,24°,20°,中雨~雷阵雨,西南风3级,31 优
2024-04-20 周六,25°,20°,中雨~阴,东北风2级,28 优
2024-04-21 周日,20°,19°,中雨~小雨,东北风2级,45 优
2024-04-22 周一,25°,19°,雾~小雨,北风1级,39 优
2024-04-23 周二,27°,19°,阴~晴,西北风2级,44 优
2024-04-24 周三,27°,20°,阴~雷阵雨,东北风2级,80 良
2024-04-25 周四,21°,20°,大雨~雷阵雨,西南风2级,56 良
2024-04-26 周五,26°,21°,多云,东北风1级,47 优
2024-04-27 周六,29°,22°,阴~雷阵雨,东风2级,50 优
2024-04-28 周日,28°,21°,阴~多云,西南风2级,38 优
2024-04-29 周一,26°,21°,雾~大雨,东北风2级,37 优
2024-04-30 周二,22°,15°,小雨,北风3级,32 优
2024-05-01 周三,20°,16°,阴~多云,东北风3级,33 优
2024-05-02 周四,22°,17°,阴~多云,东北风2级,39 优
2024-05-03 周五,21°,18°,阴~大雨,东北风2级,43 优
2024-05-04 周六,19°,17°,大雨~雷阵雨,北风2级,20 优
2024-05-05 周日,19°,16°,小雨~多云,东北风1级,20 优
2024-05-06 周一,27°,19°,多云,西南风2级,42 优
2024-05-07 周二,30°,22°,阴~晴,东北风1级,58 良
2024-05-08 周三,29°,19°,阴~多云,东北风3级,57 良
2024-05-09 周四,28°,19°,阴~多云,东北风2级,63 良
2024-05-10 周五,27°,22°,阴~雷阵雨,西南风2级,64 良
2024-05-11 周六,26°,22°,中雨~雷阵雨,西南风3级,56 良
2024-05-12 周日,26°,17°,阴~晴,北风3级,82 良
2024-05-13 周一,27°,18°,阴~晴,东北风2级,82 良
2024-05-14 周二,29°,20°,晴,东南风2级,69 良
2024-05-15 周三,31°,19°,多云~晴,东北风3级,76 良
2024-05-16 周四,28°,20°,阴~晴,东南风1级,71 良
2024-05-17 周五,32°,22°,多云~晴,西南风2级,71 良
2024-05-18 周六,32°,24°,多云,东南风2级,63 良
2024-05-19 周日,29°,22°,小雨,西南风1级,56 良
2024-05-20 周一,27°,23°,小雨~阵雨,东北风1级,37 优
2024-05-21 周二,23°,21°,小雨~阵雨,东北风2级,23 优
2024-05-22 周三,28°,23°,阴,东风2级,26 优
2024-05-23 周四,31°,23°,阴~多云,西南风2级,41 优
2024-05-24 周五,33°,25°,阴~多云,南风1级,47 优
2024-05-25 周六,34°,26°,阴~多云,南风2级,38 优
2024-05-26 周日,34°,25°,阴~雷阵雨,西南风3级,30 优
2024-05-27 周一,29°,20°,阴~多云,东北风3级,32 优
2024-05-28 周二,28°,20°,阴~晴,东北风3级,34 优
2024-05-29 周三,29°,23°,阴~多云,东风2级,42 优
2024-05-30 周四,28°,21°,阴~阵雨,东北风2级,40 优
2024-05-31 周五,22°,20°,小雨~阵雨,东北风2级,30 优
2024-06-01 周六,22°,20°,大雨~阵雨,东北风2级,26 优
2024-06-02 周日,23°,21°,多云~小雨,东北风3级,33 优
2024-06-03 周一,25°,20°,阴~多云,东风2级,29 优
2024-06-04 周二,24°,20°,阴~小雨,东北风1级,36 优
2024-06-05 周三,21°,18°,小雨~多云,东南风1级,34 优
2024-06-06 周四,25°,21°,阴~多云,东北风2级,34 优
2024-06-07 周五,29°,23°,多云,东南风1级,41 优
2024-06-08 周六,30°,24°,阴,东北风1级,37 优
2024-06-09 周日,27°,23°,阴~小雨,东北风2级,34 优
2024-06-10 周一,25°,23°,中雨~雷阵雨,东北风1级,27 优
2024-06-11 周二,29°,24°,小雨~雷阵雨,西南风1级,26 优
2024-06-12 周三,29°,24°,小雨~雷阵雨,东北风1级,29 优
2024-06-13 周四,30°,25°,阴~雷阵雨,东南风2级,29 优
2024-06-14 周五,29°,25°,小雨~雷阵雨,西南风2级,24 优
2024-06-15 周六,32°,25°,雾~雷阵雨,东北风2级,24 优
2024-06-16 周日,31°,25°,雷阵雨,东风2级,21 优
2024-06-17 周一,27°,23°,小雨~中雨,东北风2级,26 优
2024-06-18 周二,26°,23°,大雨~雷阵雨,东风1级,19 优
2024-06-19 周三,27°,25°,小雨~雷阵雨,西南风3级,26 优
2024-06-20 周四,30°,27°,阴,西南风3级,33 优
2024-06-21 周五,34°,27°,阴~多云,西南风3级,37 优
2024-06-22 周六,31°,25°,雷阵雨~中雨,西南风3级,38 优
2024-06-23 周日,33°,25°,小雨~大雨,西北风1级,31 优
2024-06-24 周一,25°,21°,大暴雨~暴雨,东北风2级,25 优
2024-06-25 周二,22°,21°,暴雨~大雨,北风2级,25 优
2024-06-26 周三,23°,22°,暴雨~中雨,西北风1级,22 优
2024-06-27 周四,24°,23°,中雨~小雨,西南风2级,23 优
2024-06-28 周五,30°,27°,阴~多云,南风2级,41 优
2024-06-29 周六,32°,25°,中雨,西南风3级,28 优
2024-06-30 周日,29°,26°,中雨,西南风2级,30 优
2024-07-01 周一,30°,27°,中雨,西南风2级,24 优
2024-07-02 周二,28°,24°,暴雨~雷阵雨,西南风3级,25 优
2024-07-03 周三,35°,27°,阴~晴,西南风3级,29 优
2024-07-04 周四,35°,27°,多云~晴,西南风3级,32 优
2024-07-05 周五,36°,29°,阴~多云,西南风3级,29 优
